código_material,preço_real,descrição,modelos_compativeis
4224-182-4002,24.84,Suporte do cabo do acelerador,TS420/FW420
4224-182-4400,6.66,Mancal,TS800
4224-182-4500,4.5,Mola com haste,TS800
4224-182-4502,3.72,Mola com haste,TS420-FW20
4224-182-4700,4.5,Mola plana,TS800
4224-182-5600,154.14,Arrastador,TS420/800-FW20
4224-182-6100,5.21,Mola,TS420/800-FW20
4224-182-8900,16.27,Pino,TS800
4224-182-8901,17.21,Pino,TS420/800-FW20
4224-190-0305,291.83,Tampa do arranque c/disp. de arranque,TS800
4224-190-0411,179.9,Tampa do arranque,
4224-190-0550,57.7,Roda do arranque,TS800
4224-190-0600,36.72,Mola de recuo,TS410/420
4224-190-1001,25.3,Polia,TS800
4224-195-0200,6.93,Luva de centragem,TS800
4224-195-3501,4.37,Grampo elástico,TS800
4224-350-0817,549.15,Carcaça do tanque,TS800
4224-350-5801,18.74,Respiro do tanque,TS800
4224-358-8100,9.86,Elemento do respiro do tanque,TS800
4224-400-1201,371.4,Volante,TS800
4224-400-1302,402.2,Módulo de ignição,TS800
4224-430-0503,82.88,Interruptor,TS800
4224-664-2100,14.84,Alavanca tensora,TS420/800
4224-664-4200,11.67,Tampa,TS420/800
4224-677-8201,3.72,Nípel,TS760
4224-677-8202,3.72,Nípel,HL135
4224-691-0100,24.88,Pino de encosto,TS420
4224-691-0101,27.71,Pino de encosto,TS800
4224-700-0800,256.16,Recipiente de água,TS420/FW20
4224-700-2901,26.73,Alavanca de regulagem,TS420
4224-700-2902,33.15,Alavanca de regulagem,TS800
4224-700-6802,22.55,Suporte,TS800
4224-700-8102,326.96,Proteção Ø 350 mm,TS420
4224-700-8105,387.73,Proteção Ø 400 mm,TS760/TS800
4224-700-8108,349.95,Proteção Ø 350 mm,TS420
4224-700-8110,411.07,Proteção Ø 400 mm,TS800
4224-700-8115,78.98,Proteção,TS800
4224-703-3800,4.86,Luva,TS800
4224-703-4300,8.2,Amortecedor de encosto,TS800
4224-704-0300,8.39,Capa da roda,TS420/FW20
4224-704-0502,156.68,Eixo,TS420
4224-704-0503,156.23,Eixo,TS800
4224-704-3200,6.84,Luva,TS800
4224-704-3600,18.56,Cobertura,TS420/FW20
4224-706-0400,12.39,Reforço,TS800
4224-706-8801,33.72,Anel de borracha,TS420
4224-706-8802,35.2,Anel de borracha,TS420
4224-706-8803,34.46,Anel de borracha,TS800
4224-706-8804,29.18,Anel de borracha,TS800
4224-708-8300,4.62,Porca quadrada,TS420/800/TSA230
4224-710-9502,47.53,Parafuso tensor,TS800
4224-711-0900,54.41,Eixo,TS420/800-FW20
4224-711-0901,48.51,Eixo,TS420/800-FW20
4224-711-0902,38.7,Eixo,TS420/800-FW20
4224-711-6100,136.97,Haste dentada,TS420/800-FW20
4224-731-8600,20.16,Pino roscado,TS800
4224-760-8500,322.82,Polia da correia,TS800
4224-760-8502,176.93,Polia da correia,TS800
4224-790-0400,301.32,Braço oscilante,TS420/800-FW20
4224-790-2000,54.03,Alavanca bloqueadora,TS800
4224-790-2101,1302.52,Quadro,TS420/800-FW20
4224-790-2301,415.26,Tubo guia,TS420/800-FW20
4224-790-2400,116.87,Cabo Bowden,TS420/800-FW20
4224-790-2700,159.69,Peça de engate,TS420/800-FW20
4224-790-4100,124.56,Grampo retentor,TS420/800-FW20
4224-790-5304,118.28,Mancal,TS800
4224-790-5700,226.41,Roda,TS420/800-FW20
4224-790-6201,61.82,Alavanca,TS420/800-FW20
4224-790-7601,190.86,Apoio,TS800
4224-790-9904,36.08,Amortecedor,TS800
4224-791-0900,22.47,Peça de aperto,TS800
4224-791-1704,154.79,Tubo do punho,TS800
4224-791-1900,25.58,Suporte do tubo do punho,TS800
4224-791-5901,34.46,Amortecedor de encosto,TS800
4224-791-7202,9.01,Luva,TS420/800-FW20
4224-791-7602,78,Apoio,TS800
4224-792-2902,17.19,Bujão do rolamento antivibratório,TS800
4224-793-1100,98.51,Suporte,TS800
4224-793-2000,5.97,Mola com haste,TS420/800-FW20
4224-793-2001,6.69,Mola com haste,TS420/800-FW20
4224-793-7200,50.54,Luva,TS420/800-FW20
4224-890-1200,111.72,Flange,TS800/KA120/BG50/HT133/MS194T/462
4224-890-3400,34.51,Chave combinada,TS420/800/TSA230
4224-893-2400,80.6,Luva de montagem WDR ZS,TS800
4224-893-2401,109.59,Luva de montagem retentor AS,TS800
4224-893-7200,90.57,Pino de montagem,TS800
4224-967-1501,12.58,Plaqueta de identificação TS 800,TS800
4226-120-2200,69.19,Flange,FS85/FR85/HS80/SP80/80K
4226-120-7100,53.87,Eixo de estrangulamento com alavanca,FS85/FR85/HS80/SP80/80K/HT75/HS45
4226-121-0700,12.34,Placa de fechamento,FS85/HS80/SP80/80K
4226-121-0800,49.68,Tampa de fechamento,FS85/FR85/HS80/SP80/80K
4226-121-2700,20.63,Capa,FS85/FR85/HS80/SP80/80K/81/HT75/KA85R/HS
4226-121-8600,20.75,Arruela de aço,FS85/HS80/SP80/80K
4226-122-7100,14.4,Parafuso,FS85/FR85/HS80/SP80/80K/81/HT75/KA85R/HS
4226-129-0905,7.28,Junta de vedação,HS80
4226-149-0605,16.91,Junta de vedação do silenciador,HS80
4226-160-2901,84.65,Tambor da embreagem,HS80
4226-190-0400,26.83,Tampa de arranque,HS80
4226-190-4006,146.64,Carcaça do arranque completa,HS80
4226-350-0503,29.34,Tampa do tanque,HS80/HS45
4226-350-0900,6.77,Cordão,HS80/HS45
4226-358-0705,13.91,Mangueira de combustível,HS80
4226-440-1105,12.88,Cabo curto-circuito 370 mm,HS80
4226-640-5850,141.55,Tampa da engrenagem,HS80
4226-640-7503,208.84,Roda dentada,HS80
4226-641-6500,8.63,Parafuso de fechamento,HS80/HLImpl/HS81R
4226-642-6501,57.82,Biela de aço,HS80/81/82R
4226-648-6700,6.61,Peça deslizante,HS80
4226-648-6701,6.61,Peça deslizante,HS80/HLImpl
4226-649-0301,4.55,Junta de vedação,HS80/HLImpl
4226-649-0302,8.34,Junta de vedação,HS80
4226-710-6051,617.33,"Lâmina 600 mm / 24""",HS80
4226-713-6600,5.77,Pino,HS80/HLImpl
4226-790-9200,37.22,"Proteção da lâmina 600 mm / 24""",HS80
4226-792-9101,78.08,Proteção de corte,HS80
4227-007-1060,67.48,Jogo peças do carburador,FS85/FR85/HS80/SP80/80K/HT75
4227-121-3300,14.53,Borboleta de estrangulamento de latão,FS85/SP80/80K
4227-122-1805,14.85,Chapa defletora,FS75/85/85R/FR85/HS80/SP80/80K/81/HT75/K
4227-358-0800,15.87,Mangueira 185 mm,FS85/85R/FR85/SP80/80K/HT75
4227-701-5000,12.24,Parafuso M5x32,BR800
4227-704-0900,10.84,Eixo,BR430
4228-007-1050,47.74,Jogo de juntas de vedação,HS45
4228-007-1051,67.48,Jogo peças do carburador,HS45
4228-030-0402,134.19,Virabrequim,BT45/HS45
4228-080-1800,58.03,Carcaça do ventilador,HS45
4228-084-1102,37.59,Carcaça espiral,BG50
4228-120-0615,128.91,Carburador 4228/15,FS38/55/55R
4228-120-2200,70.11,Flange,FS75/85/85R/SP81/KA85R/HS45/KM55
4228-121-3303,14.53,Borboleta de estrangulamento,HS45
4228-121-5602,36.77,Injetor fixo 0.39,FS38/HS45/KM55
4228-122-6802,34.23,Parafuso de regulagem da marcha lenta,HS45
4228-124-1500,4.79,Pré-filtro,HS45
4228-129-0905,7.1,Junta de vedação,HS45
4228-140-0600,44.9,Silenciador,HS45
4228-140-2850,64.74,Carcaça do filtro,HS45
4228-141-0502,35.79,Tampa do filtro,HS45
4228-160-2000,93.3,Embreagem,HS45
4228-160-2901,84.65,Tambor da embreagem,HS45
4228-162-5005,17.82,Alavanca,HS45
4228-162-5400,15.82,Cinta do freio,HS45
4228-162-7900,7.44,Mola de tração,HS45
4228-162-7903,4.5,Mola de tração,HS45
4228-180-1101,72.5,Cabo do acelerador,HS45
4228-182-0800,12.8,Trava do acelerador,HS45
4228-182-1000,20.07,Alavanca do acelerador,HS45
4228-182-9300,9.9,Botão de meia-aceleração,HS45/81/82R
4228-190-0600,42.36,Mola de recuo,BG50/85/HS45
4228-350-0410,133.45,Tanque de combustível,HS45
4228-358-0800,26.49,Mangueira,HS45
4228-430-0200,108.73,Chave do interruptor,HS45
4228-440-1100,14.82,Cabo curto-circuito,HS45
4228-640-0501,196.32,Carcaça da engrenagem,HS45
4228-640-7505,126.15,Roda dentada,HS45
4228-641-0400,75.29,Tampa da engrenagem,HS45
4228-641-4600,71.74,Guia 450 mm,HS45
4228-641-4700,10.28,Inserto 45 mm,HS45
4228-641-4900,3.43,Luva,HS45
4228-642-8700,10.41,Arruela de arranque,HS45
4228-642-9700,7.31,Bucha,HS45
4228-649-0301,5.31,Junta de vedação,HS45
4228-649-0302,9.1,Junta de vedação,HS45
4228-710-6050,299.1,"Lâmina 450 mm / 18""",HS45
4228-790-9200,32.23,"Proteção da lâmina 450 mm / 18""",HS45
4228-791-0101,104.68,Tubo do punho com proteção da mão,HS45
4228-791-0603,21.9,Cobertura do punho,HS45
4228-791-1002,125.7,Carcaça do punho,HS45
4228-967-1500,12.58,Plaqueta de identificação HS 45,HS45
4229-007-1050,47.74,Jogo de juntas de vedação,BG50/85
4229-007-1060,67.48,Jogo peças do carburador,BG50/85/KA120
4229-007-1700,67.48,Jogo peças do carburador,HT75
4229-030-0400,162.8,Virabrequim,BG50/85
4229-080-1802,56.3,Carcaça do ventilador,BG85
4229-080-1804,51.04,Carcaça do ventilador,BG50
4229-080-2107,126.92,Carcaça do ventilador c/disp. arranque,BG50
4229-084-8300,14.37,Chapa defletora,BG85
4229-120-0606,195.14,Carburador C1Q-S68H,BG85
4229-120-0609,128.9,Carburador 4229/09,BG50
4229-120-0613,128.91,Carburador 4229/13,BG50
4229-120-1800,12.52,Filtro,BG50/85
4229-120-2204,70.54,Flange,BG85/86
4229-120-2206,70.54,Flange,BG50
4229-120-6701,34.23,Parafuso de regulagem principal,BG50
4229-120-6800,34.89,Parafuso de regulagem da marcha lenta,FS85/85R/SP80/80K/81/KA85R
4229-120-6802,20.94,"Parafuso de regulagem da marcha lenta0,0",BG50
4229-120-7101,56.76,Eixo de estrangulamento com alavanca,BG85
4229-120-7103,55.61,Eixo de estrangulamento com alavanca,BG50
4229-120-7200,43.02,Eixo do afogador com alavanca,BG50
4229-121-1600,43.15,Flange intermediário,BT45
4229-121-1601,43.15,Flange intermediário,BG50/85
4229-121-2700,21.52,Capa,FS85/SP80/80K/FR85/HT75/HS45
4229-121-2701,21.52,Capa,BT121/FS75/85/85R/120/250/300/350/SP80/80K/81/KA85R/HS45/KM55/FR350/BR600
4229-121-2900,14.53,Borboleta do afogador,BG50
4229-121-3303,14.53,Borboleta de estrangulamento,FR85/FS85/SP80/80K/81/KA85R/KM55/BG50
4229-121-4700,32.46,Membrana de regulagem,FS75/85/85R/SP81/KA85R/HS45/81R/KM55/KA120/BG50
4229-121-5000,13.84,Alavanca de regulagem de admissão,FS120/KA120/BG50/HT133
4229-121-5602,36.77,Injetor fixo 0.35,KM85R
4229-121-5603,36.77,Injetor fixo 0.37,FS75/85/85R/SP81/KA85R/MS194T
4229-121-5802,48.57,Êmbolo da bomba,BG85
4229-122-3000,8.18,Mola,BG50/85
4229-122-3001,8.18,Mola,FS85/SP80/80K/81/FR85/HT75/KA85R
4229-122-6200,34.23,Parafuso de encosto da marcha lenta,FS85/SP80/80K/FR85/HT75/HS45/BG50
4229-122-6700,34.23,Parafuso de regulagem principal,FS85/SP80/80K/FR85/HT75/HS45
4229-122-6701,34.23,Parafuso de regulagem principal,FS75/85/85R/SP80/80K/81/KA85R/HS45/KM55
4229-122-6800,34.23,Parafuso de regulagem da marcha lenta,FS85/85R/SP80/80K/81/KA85R
4229-123-7300,13.81,Alavanca,BG50/85
4229-129-0900,7.1,Junta de vedação,BG50/85
4229-129-0901,7.1,Junta de vedação,FS75/85/85R/SP81/KA85R/HS455/81R/KM55/BR600/SR430/450/KA120/BG50
4229-140-0607,51.04,Silenciador,BG50
4229-140-0608,42.55,Silenciador,BG85
4229-140-2801,38.3,Carcaça do filtro,BG85
4229-140-2802,36.7,Carcaça do filtro,BG50
4229-140-6905,19.71,Niple com tela,BG85
4229-141-0501,35.25,Tampa do filtro,BG85
4229-141-0502,35.4,Tampa do filtro,BG50
4229-141-3700,3.84,Alavanca do afogador de plástico,BG85
4229-141-3800,14.53,Borboleta do afogador de latão,BG85
4229-182-0600,12.58,Eixo,BG50
4229-182-1011,13.1,Alavanca do acelerador,BG50
4229-182-1501,8.95,Tirante do acelerador,BG50/85
4229-350-0402,136.7,Tanque de combustível,BG50
4229-358-7702,39.72,Mangueira,BG85
4229-400-1300,99.69,Módulo de ignição,BG50/85
4229-431-2101,5.31,Lingueta de encaixe,BG85
4229-435-1700,8.78,Capa plástica de proteção,BG85
4229-440-1900,12.24,Cabo de ligação,BG85
4229-440-1905,10.95,Cabo de ligação,BG50
4229-448-1200,6.38,Porta-cabos,BG50/85
4229-700-4134,169.73,Carcaça do ventilador,BG50
4229-701-0703,97.41,Carcaça do ventilador externa,BG50
4229-701-5400,56.53,Tubo soprador,BG50
4229-704-3400,77.76,Roda do ventilador,BG85
4229-704-3401,67.68,Roda do ventilador,BG50
4229-704-7900,13.27,"Arruela de aço 8,05x30x2",BG50/85/BG/SH56
4229-706-8000,33.71,Grade proteção de plástico,BG85
4229-706-8002,28.87,Grade proteção,BG50
4229-708-6300,47.58,Bico redondo reto,BG85/BGE71
4229-708-6301,50.55,Bico chato reto,BG85/BGE71
4229-768-0300,18.49,Lâmina para triturador,BG/SH56
4229-790-0612,38.64,Cobertura do punho,BG50
4229-967-1502,12.58,Plaqueta de identificação BG 85,BG85
4229-967-1515,12.58,Plaqueta de identificação BG 50,BG50
4229-967-7200,10.08,Indicação de advertência pictogram,BG50
4230-640-0501,202.71,Carcaça da engrenagem,HLImpl
4230-640-0503,185.68,Carcaça da engrenagem,HL135
4230-640-0506,129.61,Carcaça da engrenagem,HL135º
4230-640-4513,99.64,Sistema de retenção,HL135
4230-640-5804,100.03,Tampa da engrenagem,HL135
4230-640-6800,77.63,Biela de aço,HL135
4230-640-7305,354.42,Jogo de pinhões,HL135
4230-640-7501,223.5,Roda dentada,HLImpl
4230-640-7503,182.18,Roda dentada,HL135
4230-641-7400,6.95,Capa plástica,HL135
4230-641-9400,59.76,Bucha do mancal,HL135
4230-642-0405,37.56,Pinhão de acionamento,HLImpl
4230-642-4600,15.88,Chapa de contato,HL135
4230-642-4800,8.93,Chapa de arranque,HS80/HLImpl
4230-642-4801,8.84,Chapa de arranque,HL135
4230-642-6501,59.45,Biela de aço,HLImpl
4230-642-8200,4.82,Anel de aço,HL135
4230-643-3502,46.76,Alavanca de regulagem,HL135
4230-649-0300,8.95,Junta de vedação,HLImpl
4230-649-0303,8.34,Junta de vedação,HL135
4230-649-0305,8.49,Junta de vedação,HL135
4230-700-6700,33.19,Pino,HL
4230-704-3500,66.57,"Guia 500 mm / 20""",HLImpl
4230-708-2100,5.31,Bujão,HL135
4230-708-3300,4.5,Mola,HL135
4230-708-4500,4.5,Mola com haste,HL135
4230-710-5900,448.65,"Jogo barras de corte 500 mm / 20""",HL135
4230-710-6053,358.92,"Lâmina 500 mm / 20""",HLImpl
4230-711-3200,98.82,Eixo de acionamento,SP81 - Tubo de 1M
4230-711-9200,5.72,Pino de pressão,HL135
4230-713-1715,9.25,Cinta elástica,HS80/HLImpl
4230-740-6500,67.42,"Guia 500 mm / 20""",HLImpl
4230-790-9200,29.34,Proteção da lâmina,HLImpl
4230-791-2000,19.62,Mangueira do cabo 185 mm,KM85R/HLA65
4230-791-2001,27.47,Mangueira do cabo 270 mm,HT-KM/HL-KM
4231-640-0502,198.81,Carcaça da engrenagem,SP81
4231-640-5802,104.13,Tampa da engrenagem,SP81
4231-640-6800,91.02,Biela,SP81
4231-640-7505,149.48,Conjunto Roda dentada,SP81
4231-640-7506,130.14,Roda dentada,SP81
4231-642-0400,45.16,Pinhão de acionamento,SP81
4231-642-4800,6.01,Chapa de desgaste,SP81
4231-649-0301,4.79,Junta de vedação,SP81
4231-710-7111,203.86,"Tubo com guia de proteção Ø 25,4 mm - 1m",SP81 - Extensão 1M (KA/KM)
4231-711-0900,15.11,Eixo,SP80/80K/81
4231-740-7207,76.97,Garra,SP81
4231-740-7252,302.32,Garra,KA85R
4231-740-7703,135.22,Ponteira de aço,SP81
4231-740-9103,117.23,Elo da corrente,SP81
4231-740-9300,5.78,Pino de aço,SP81
4231-791-2000,22.22,Mangueira do cabo,SP80/81
4231-967-1506,11.46,Plaqueta de identificação SP 81,SP81
4232-350-0411,148.74,Tanque de combustível,FS38/KM55
4236-160-2900,106.09,Tambor da embreagem,HL56
4237-007-1000,47.74,Jogo de juntas de vedação,HS81R
4237-007-1600,47.74,Jogo de juntas de vedação,HS82R
4237-020-1201,345.84,Cilindro com pistão Ø 34 mm,HS81R
4237-020-1202,314.4,Cilindro com pistão Ø 34 mm,HS82R
4237-020-2600,191.77,Carcaça do virabrequim lado ventilador,HS81R
4237-020-2604,190.62,Carcaça do virabrequim lado ventilador,HS82R
4237-020-2900,175.2,Parte da carcaça do virabrequim AS,HS81R
4237-020-2902,169.63,Parte da carcaça do virabrequim,HS82R
4237-021-3000,180.39,Cárter do motor,HS81R
4237-021-3005,180.39,Carcaça do motor,HS82R
4237-021-3006,180.37,Carcaça do motor,HS82R
4237-029-2300,8.39,Junta de vedação cilíndrica,HS81R
4237-029-2301,8.54,Junta do cilindro,HS82R
4237-030-0402,298.2,Virabrequim,HS81R
4237-030-0404,333.52,Virabrequim,HS82R
4237-030-2002,95.62,Pistão Ø 34 mm,HS81R
4237-030-2005,95.62,Pistão Ø 34 mm,HS82R
4237-034-3001,15.27,"Anel de compressão Ø 34x1,2 mm",BG/SH56
4237-080-1811,51.55,Carcaça do ventilador,HS82R
4237-080-2113,118.77,Carcaça do ventilador c/disp. arranque,HS82
4237-120-0610,172.22,Carburador C1Q-S197A,HS81
4237-120-0616,180.84,Carburador C1Q-100313C,HS82R
4237-120-0623,182.18,Carburador 4237/23,HS82R
4237-120-1800,12.05,Filtro,HS81/82R
4237-120-2202,73.19,Flange,HS81R
4237-120-2300,43.15,Flange intermediário,HS82
4237-120-6700,34.23,Parafuso de regulagem principal,HS82R
4237-120-6802,35.59,Parafuso de regulagem da marcha lenta,HS82R
4237-121-1603,43.15,Flange intermediário,HS81R
4237-122-6800,34.23,Parafuso de regulagem da marcha lenta,HS81R
4237-129-0905,7.28,Junta de vedação,HS81R
4237-129-0906,7.09,Junta de vedação,HS82R
4237-129-0907,7.41,Junta de vedação,HS82R
4237-140-0600,55.36,Silenciador,HS81R
4237-140-0607,61.97,Silenciador,HS82
4237-140-0609,61.79,Silenciador,HS 82R
4237-140-1003,48.01,Tampa do filtro,HS81/82R
4237-140-1006,47.35,Tampa do filtro,HS82R
4237-140-2801,61.48,Carcaça do filtro,HS81R
4237-140-2807,63.14,Carcaça do filtro,HS82
4237-140-3400,81.05,Cano de escape,HS81/82R
4237-140-3402,81.05,Cano de escape,HS82R
4237-160-2001,126.85,Embreagem,HS82R
4237-160-2902,84.65,Tambor da embreagem,HS81/82R
4237-180-1102,85.66,Cabo do acelerador,HS81R
4237-180-1103,81.32,Cabo do acelerador,HS82R
4237-180-1106,83.87,Cabo do acelerador,HS82R
4237-182-0800,12.25,Trava do acelerador,HS81/82R
4237-182-1001,18.91,Alavanca do acelerador,HS81/82R
4237-182-3201,65.17,Cabo do acelerador,HS81R
4237-182-3203,64.1,Cabo do acelerador,
4237-182-7601,9.45,Peça tensora,HS81/82R
4237-182-9500,9.9,Botão giratório de plástico,HS81R
4237-182-9501,9.9,Botão giratório,HS82R
4237-190-0600,33.12,Mola de recuo,HS81R
4237-190-5150,7.08,Peça de engate,HS81R
4237-195-8200,6.51,"Cordão de arranque Ø 2,7x1010 mm",HS81R
4237-350-0416,214.56,Tanque de combustível,HS82
4237-350-0452,221.74,Tanque de combustível,HS81R
4237-350-1400,22.52,Elemento de fixação,HS81R
4237-400-1202,177.53,Volante de aluminio,HS81/82R
4237-400-1302,281.94,Módulo de ignição,HS81R
4237-400-1307,281.94,Módulo de ignição,HS82R
4237-405-1000,19.11,Terminal da vela,HS81R
4237-405-1001,24.88,Terminal da vela,HS82R
4237-431-2100,5.31,Lingueta de encaixe,HS81/82R
4237-640-0501,202.84,Carcaça da engrenagem,HS81/82R
4237-640-0504,181.23,Carcaça da engrenagem,HS82R
4237-640-5801,128.71,Tampa da engrenagem,HS81/82R
4237-640-5806,126.67,Tampa da engrenagem,HS82R
4237-640-7501,188.84,Roda dentada,HS81/82R
4237-641-4600,73.04,"Guia 600mm/24"" R",HS81R
4237-641-4901,3.43,"Luva 8 x 5,62 mm",HS81R
4237-641-4903,3.43,"Luva 4,92 mm",HS45/HS81R
4237-642-4801,9.78,Chapa de arranque,HS81/82R
4237-649-0302,12.14,Junta de vedação,HS81/82R
4237-649-0304,7.59,Junta de vedação,HS81/82R
4237-649-0309,10.04,Junta de vedação,HS82R
4237-710-5911,771.67,"Jogo barras de corte 600 mm/24"" RD",HS81/82
4237-710-6053,617.33,"Lâmina 600 mm / 24"" RD",HS81/82R
4237-711-2501,5.47,Luva,HS81R
4237-711-4800,24.03,Reforço,HS81R
4237-713-2203,61.24,"Chapa deslizante da lâmina 600 mm/24"" R",HS81R
4237-716-0400,5.76,Parafuso IS-M5x25,HL145°
4237-716-3600,3.3,Bucha,HSA100
4237-740-9503,72.9,Proteção de corte R,
4237-790-6001,11.89,Protetor,HS82R
4237-790-9208,46.48,"Proteção da lâmina 600 mm/24"" D",HS81/82R
4237-790-9700,37.44,Amortecedor de encosto de borracha,HS81/82R
4237-790-9802,50.81,Proteção guia,HS81/82R
4237-791-0607,68.73,Cobertura do punho,HS82R
4237-791-0608,62.48,Cobertura do punho,HS82R
4237-791-0609,68.73,Cobertura do punho,HS82R
4237-791-0610,66.22,Cobertura do punho,HS82R
4237-791-1700,87.18,Tubo do punho MS plástico,HS81/82R
4237-791-3101,11.05,Mola,HS81/82R
4237-791-4900,95.49,Quadro do punho,HS81/82R
4237-791-4904,93.33,Quadro do punho,HS82R
4237-791-7201,6.93,Luva,HS82R
4237-792-1100,43.38,Escora,HS81/82R
4237-792-1101,30.04,Escora,HS82R
4237-792-2500,13.47,Suporte,HS81R
4237-792-7100,12.79,Corrediça do freio,HS81/82R
4237-792-9006,35.44,Proteção guia,HSA100
4237-792-9300,11.44,Amortecedor de borracha,HS81R
4237-792-9303,9.01,Amortecedor de borracha,HS82R
4237-792-9304,7.37,Amortecedor de borracha,HS82R
4237-792-9400,41.58,Protetor,HS81/82R
4237-890-2200,16.48,Ferramenta de montagem,HS82R
4237-890-2201,690.09,Ferramenta de montagem,HS82R
4237-890-2202,96.91,Ferramenta de montagem,HS82R
4237-890-2203,215.18,Ferramenta de montagem embreagem,HS82R
4237-890-3400,34.51,Chave combinada,HS81/82R/BR600/BT130
4237-893-4700,25.18,Pino de montagem,SPA65/HS82R
4237-958-0500,6.34,Arruela,HS81R/HSE52/HSA66/HLA65
4237-967-1500,12.58,Plaqueta de identificação HS 81 R,HS81R
4237-967-1506,12.58,Plaqueta de identificação HS 82 R,HS82R
4238-007-1003,70.54,Jogo de juntas de vedação,TS420
4238-007-1062,67.48,Jogo peças do carburador E25,TS420
4238-020-1209,957.06,Cilindro com pistão Ø 50 mm,TS420
4238-020-2613,444.74,Carcaça do virabrequim lado ventilador,TS420
4238-020-2909,477.08,Parte da carcaça do virabrequim,TS420
4238-020-9400,99.88,Válvula de descompressão aço,TS420
4238-029-0500,5.31,Junta de vedação,TS420
4238-029-2300,8.39,Junta do cilindro,TS420
4238-030-0400,629.67,Virabrequim,TS420
4238-030-2008,285.68,Pistão Ø 50 mm,TS420
4238-034-1500,21.66,Pino do pistão,TS420
4238-080-0900,36.7,Cobertura do condutor de ar,TS420
4238-080-1608,111.68,Cobertura,TS420-FW20
4238-080-2200,28.15,Capa,TS420
4238-080-3102,101.56,Tampa do ventilador,TS420
4238-084-7400,11.29,Luva,TS420
4238-087-8302,11.44,Amortecedor de borracha,TS420/410
4238-120-0601,352.96,Carburador C1Q-S167C,TS420
4238-120-0606,352.95,Carburador 4238/04,TS 420
4238-120-6800,75.36,Parafuso de regulagem da marcha lenta,TS420
4238-120-7100,52.16,Eixo de estrangulamento com alavanca,TS420
4238-120-7200,54.5,Eixo do afogador com alavanca,TS420
4238-120-7300,52.16,Eixo do afogador com alavanca,TS420
4238-120-9700,48.57,Jogo êmbolo da bomba,TS420
4238-121-2400,4.5,Mola plana,TS420
4238-121-3300,14.53,Válvula de estrangulamento,TS420
4238-121-4702,32.46,Membrana de regulagem,TS420
4238-121-5602,36.77,"Injetor fixo 0,76",TS420
4238-121-6100,20.03,Alavanca do afogador,TS420
4238-121-6600,7.62,Alavanca,TS420
